Concept,Country,Data Source,Frequency,Status,Time,Unit,Value
"Grants, Cash (Gen. Govt.)",South Africa,Government Finance Statistics (GFS),Annual,Published,2009,National Currency,26975000000.00
"Social Benefits, Cash (Gen. Govt.)",South Africa,Government Finance Statistics (GFS),Annual,Published,2009,National Currency,105788000000.00
"Other Expense, Cash (Gen. Govt.)",South Africa,Government Finance Statistics (GFS),Annual,Published,2009,National Currency,61140000000.00
"Use of Goods and Services, Cash (Gen. Govt.)",South Africa,Government Finance Statistics (GFS),Annual,Published,2009,National Currency,255409000000.00
"Interest, Cash (Gen. Govt.)",St. Kitts and Nevis,Government Finance Statistics (GFS),Annual,Published,2009,National Currency,121380000.00
"Compensation of Employees, Cash (Gen. Govt.)",St. Kitts and Nevis,Government Finance Statistics (GFS),Annual,Published,2009,National Currency,233890000.00
"Subsidies and Transfers, Cash (Gen. Govt.)",St. Kitts and Nevis,Government Finance Statistics (GFS),Annual,Published,2009,National Currency,37710000.00
"Grants, Cash (Gen. Govt.)",St. Kitts and Nevis,Government Finance Statistics (GFS),Annual,Published,2009,National Currency,0.00
"Social Benefits, Cash (Gen. Govt.)",St. Kitts and Nevis,Government Finance Statistics (GFS),Annual,Published,2009,National Currency,21380000.00
"Other Expense, Cash (Gen. Govt.)",St. Kitts and Nevis,Government Finance Statistics (GFS),Annual,Published,2009,National Currency,0.00
"Use of Goods and Services, Cash (Gen. Govt.)",St. Kitts and Nevis,Government Finance Statistics (GFS),Annual,Published,2009,National Currency,123260000.00
"To Non-residents, Foreign Interest, Cash (Gen. Govt.)",St. Kitts and Nevis,Government Finance Statistics (GFS),Annual,Published,2009,National Currency,43690000.00
"Social Security Benefits, Cash (Gen. Govt.)",St. Kitts and Nevis,Government Finance Statistics (GFS),Annual,Published,2009,National Currency,21380000.00
"Social Assistance Benefits, Cash (Gen. Govt.)",St. Kitts and Nevis,Government Finance Statistics (GFS),Annual,Published,2009,National Currency,0.00
"Employer Social Benefits, Cash (Gen. Govt.)",St. Kitts and Nevis,Government Finance Statistics (GFS),Annual,Published,2009,National Currency,0.00
"Property Expense Other than Interest, Cash (Gen. Govt.)",St. Kitts and Nevis,Government Finance Statistics (GFS),Annual,Published,2009,National Currency,0.00
"Miscellaneous Other Expense, Cash (Gen. Govt.)",St. Kitts and Nevis,Government Finance Statistics (GFS),Annual,Published,2009,National Currency,0.00
"Total Expenditure, Cash (Gen. Govt.)",St. Kitts and Nevis,Government Finance Statistics (GFS),Annual,Published,2009,National Currency,607070000.00
"Interest, Cash (Gen. Govt.)",St. Kitts and Nevis,Government Finance Statistics (GFS),Annual,Published,2009,Percent of GDP,6.53
"Compensation of Employees, Cash (Gen. Govt.)",St. Kitts and Nevis,Government Finance Statistics (GFS),Annual,Published,2009,Percent of GDP,12.58
"Subsidies and Transfers, Cash (Gen. Govt.)",St. Kitts and Nevis,Government Finance Statistics (GFS),Annual,Published,2009,Percent of GDP,2.03
"Grants, Cash (Gen. Govt.)",St. Kitts and Nevis,Government Finance Statistics (GFS),Annual,Published,2009,Percent of GDP,0.00
"Social Benefits, Cash (Gen. Govt.)",St. Kitts and Nevis,Government Finance Statistics (GFS),Annual,Published,2009,Percent of GDP,1.15
"Other Expense, Cash (Gen. Govt.)",St. Kitts and Nevis,Government Finance Statistics (GFS),Annual,Published,2009,Percent of GDP,0.00
"Use of Goods and Services, Cash (Gen. Govt.)",St. Kitts and Nevis,Government Finance Statistics (GFS),Annual,Published,2009,Percent of GDP,6.63
"To Non-residents, Foreign Interest, Cash (Gen. Govt.)",St. Kitts and Nevis,Government Finance Statistics (GFS),Annual,Published,2009,Percent of GDP,2.35
"Social Security Benefits, Cash (Gen. Govt.)",St. Kitts and Nevis,Government Finance Statistics (GFS),Annual,Published,2009,Percent of GDP,1.15
"Social Assistance Benefits, Cash (Gen. Govt.)",St. Kitts and Nevis,Government Finance Statistics (GFS),Annual,Published,2009,Percent of GDP,0.00
"Employer Social Benefits, Cash (Gen. Govt.)",St. Kitts and Nevis,Government Finance Statistics (GFS),Annual,Published,2009,Percent of GDP,0.00
"Property Expense Other than Interest, Cash (Gen. Govt.)",St. Kitts and Nevis,Government Finance Statistics (GFS),Annual,Published,2009,Percent of GDP,0.00
"Miscellaneous Other Expense, Cash (Gen. Govt.)",St. Kitts and Nevis,Government Finance Statistics (GFS),Annual,Published,2009,Percent of GDP,0.00
"Total Expenditure, Cash (Gen. Govt.)",St. Kitts and Nevis,Government Finance Statistics (GFS),Annual,Published,2009,Percent of GDP,32.65
"Interest, Cash (Gen. Govt.)",Tunisia,Government Finance Statistics (GFS),Annual,Published,2009,National Currency,1203800000.00
"Compensation of Employees, Cash (Gen. Govt.)",Tunisia,Government Finance Statistics (GFS),Annual,Published,2009,National Currency,5935300000.00
"Subsidies and Transfers, Cash (Gen. Govt.)",Tunisia,Government Finance Statistics (GFS),Annual,Published,2009,National Currency,2183400000.00
"Grants, Cash (Gen. Govt.)",Tunisia,Government Finance Statistics (GFS),Annual,Published,2009,National Currency,0.00
"Social Benefits, Cash (Gen. Govt.)",Tunisia,Government Finance Statistics (GFS),Annual,Published,2009,National Currency,3735000000.00
"Other Expense, Cash (Gen. Govt.)",Tunisia,Government Finance Statistics (GFS),Annual,Published,2009,National Currency,2003800000.00
"Use of Goods and Services, Cash (Gen. Govt.)",Tunisia,Government Finance Statistics (GFS),Annual,Published,2009,National Currency,1199200000.00
"To Non-residents, Foreign Interest, Cash (Gen. Govt.)",Tunisia,Government Finance Statistics (GFS),Annual,Published,2009,National Currency,620400000.00
"Social Security Benefits, Cash (Gen. Govt.)",Tunisia,Government Finance Statistics (GFS),Annual,Published,2009,National Currency,3735000000.00
"Social Assistance Benefits, Cash (Gen. Govt.)",Tunisia,Government Finance Statistics (GFS),Annual,Published,2009,National Currency,0.00
"Employer Social Benefits, Cash (Gen. Govt.)",Tunisia,Government Finance Statistics (GFS),Annual,Published,2009,National Currency,0.00
"Property Expense Other than Interest, Cash (Gen. Govt.)",Tunisia,Government Finance Statistics (GFS),Annual,Published,2009,National Currency,0.00
"Miscellaneous Other Expense, Cash (Gen. Govt.)",Tunisia,Government Finance Statistics (GFS),Annual,Published,2009,National Currency,2003800000.00
"Total Expenditure, Cash (Gen. Govt.)",Tunisia,Government Finance Statistics (GFS),Annual,Published,2009,National Currency,18846600000.00
"Interest, Cash (Gen. Govt.)",Tunisia,Government Finance Statistics (GFS),Annual,Published,2009,Percent of GDP,2.24
"Compensation of Employees, Cash (Gen. Govt.)",Tunisia,Government Finance Statistics (GFS),Annual,Published,2009,Percent of GDP,11.02
"Subsidies and Transfers, Cash (Gen. Govt.)",Tunisia,Government Finance Statistics (GFS),Annual,Published,2009,Percent of GDP,4.06
"Grants, Cash (Gen. Govt.)",Tunisia,Government Finance Statistics (GFS),Annual,Published,2009,Percent of GDP,0.00
"Social Benefits, Cash (Gen. Govt.)",Tunisia,Government Finance Statistics (GFS),Annual,Published,2009,Percent of GDP,6.94
"Other Expense, Cash (Gen. Govt.)",Tunisia,Government Finance Statistics (GFS),Annual,Published,2009,Percent of GDP,3.72
"Use of Goods and Services, Cash (Gen. Govt.)",Tunisia,Government Finance Statistics (GFS),Annual,Published,2009,Percent of GDP,2.23
"To Non-residents, Foreign Interest, Cash (Gen. Govt.)",Tunisia,Government Finance Statistics (GFS),Annual,Published,2009,Percent of GDP,1.15
"Social Security Benefits, Cash (Gen. Govt.)",Tunisia,Government Finance Statistics (GFS),Annual,Published,2009,Percent of GDP,6.94
"Social Assistance Benefits, Cash (Gen. Govt.)",Tunisia,Government Finance Statistics (GFS),Annual,Published,2009,Percent of GDP,0.00
"Employer Social Benefits, Cash (Gen. Govt.)",Tunisia,Government Finance Statistics (GFS),Annual,Published,2009,Percent of GDP,0.00
"Property Expense Other than Interest, Cash (Gen. Govt.)",Tunisia,Government Finance Statistics (GFS),Annual,Published,2009,Percent of GDP,0.00
"Miscellaneous Other Expense, Cash (Gen. Govt.)",Tunisia,Government Finance Statistics (GFS),Annual,Published,2009,Percent of GDP,3.72
"Total Expenditure, Cash (Gen. Govt.)",Tunisia,Government Finance Statistics (GFS),Annual,Published,2009,Percent of GDP,35.00
"Interest, Cash (Gen. Govt.)",Ukraine,Government Finance Statistics (GFS),Annual,Published,2009,National Currency,10643700000.00
"Compensation of Employees, Cash (Gen. Govt.)",Ukraine,Government Finance Statistics (GFS),Annual,Published,2009,National Currency,108768000000.00
"Subsidies and Transfers, Cash (Gen. Govt.)",Ukraine,Government Finance Statistics (GFS),Annual,Published,2009,National Currency,27533500000.00
"Grants, Cash (Gen. Govt.)",Ukraine,Government Finance Statistics (GFS),Annual,Published,2009,National Currency,118800000.00
"Social Benefits, Cash (Gen. Govt.)",Ukraine,Government Finance Statistics (GFS),Annual,Published,2009,National Currency,182423000000.00
"Other Expense, Cash (Gen. Govt.)",Ukraine,Government Finance Statistics (GFS),Annual,Published,2009,National Currency,30583300000.00
"Use of Goods and Services, Cash (Gen. Govt.)",Ukraine,Government Finance Statistics (GFS),Annual,Published,2009,National Currency,69619400000.00
"To Non-residents, Foreign Interest, Cash (Gen. Govt.)",Ukraine,Government Finance Statistics (GFS),Annual,Published,2009,National Currency,4373100000.00
"Social Security Benefits, Cash (Gen. Govt.)",Ukraine,Government Finance Statistics (GFS),Annual,Published,2009,National Currency,169648000000.00
"Social Assistance Benefits, Cash (Gen. Govt.)",Ukraine,Government Finance Statistics (GFS),Annual,Published,2009,National Currency,12771000000.00
"Employer Social Benefits, Cash (Gen. Govt.)",Ukraine,Government Finance Statistics (GFS),Annual,Published,2009,National Currency,4300000.00
"Property Expense Other than Interest, Cash (Gen. Govt.)",Ukraine,Government Finance Statistics (GFS),Annual,Published,2009,National Currency,0.00
"Miscellaneous Other Expense, Cash (Gen. Govt.)",Ukraine,Government Finance Statistics (GFS),Annual,Published,2009,National Currency,30583300000.00
"Total Expenditure, Cash (Gen. Govt.)",Ukraine,Government Finance Statistics (GFS),Annual,Published,2009,National Currency,437801000000.00
"Interest, Cash (Gen. Govt.)",Ukraine,Government Finance Statistics (GFS),Annual,Published,2009,Percent of GDP,1.17
"Compensation of Employees, Cash (Gen. Govt.)",Ukraine,Government Finance Statistics (GFS),Annual,Published,2009,Percent of GDP,11.91
"Subsidies and Transfers, Cash (Gen. Govt.)",Ukraine,Government Finance Statistics (GFS),Annual,Published,2009,Percent of GDP,3.01
"Grants, Cash (Gen. Govt.)",Ukraine,Government Finance Statistics (GFS),Annual,Published,2009,Percent of GDP,0.01
"Social Benefits, Cash (Gen. Govt.)",Ukraine,Government Finance Statistics (GFS),Annual,Published,2009,Percent of GDP,19.97
"Other Expense, Cash (Gen. Govt.)",Ukraine,Government Finance Statistics (GFS),Annual,Published,2009,Percent of GDP,3.35
"Use of Goods and Services, Cash (Gen. Govt.)",Ukraine,Government Finance Statistics (GFS),Annual,Published,2009,Percent of GDP,7.62
"To Non-residents, Foreign Interest, Cash (Gen. Govt.)",Ukraine,Government Finance Statistics (GFS),Annual,Published,2009,Percent of GDP,0.48
"Social Security Benefits, Cash (Gen. Govt.)",Ukraine,Government Finance Statistics (GFS),Annual,Published,2009,Percent of GDP,18.57
"Social Assistance Benefits, Cash (Gen. Govt.)",Ukraine,Government Finance Statistics (GFS),Annual,Published,2009,Percent of GDP,1.40
"Employer Social Benefits, Cash (Gen. Govt.)",Ukraine,Government Finance Statistics (GFS),Annual,Published,2009,Percent of GDP,0.00
"Property Expense Other than Interest, Cash (Gen. Govt.)",Ukraine,Government Finance Statistics (GFS),Annual,Published,2009,Percent of GDP,0.00
"Miscellaneous Other Expense, Cash (Gen. Govt.)",Ukraine,Government Finance Statistics (GFS),Annual,Published,2009,Percent of GDP,3.35
"Total Expenditure, Cash (Gen. Govt.)",Ukraine,Government Finance Statistics (GFS),Annual,Published,2009,Percent of GDP,47.93
"Interest, Cash (Gen. Govt.)","Yemen, Republic of",Government Finance Statistics (GFS),Annual,Published,2009,National Currency,124608000000.00
"Compensation of Employees, Cash (Gen. Govt.)","Yemen, Republic of",Government Finance Statistics (GFS),Annual,Published,2009,National Currency,569389000000.00
"Subsidies and Transfers, Cash (Gen. Govt.)","Yemen, Republic of",Government Finance Statistics (GFS),Annual,Published,2009,National Currency,397134000000.00
"Grants, Cash (Gen. Govt.)","Yemen, Republic of",Government Finance Statistics (GFS),Annual,Published,2009,National Currency,0.00
"Social Benefits, Cash (Gen. Govt.)","Yemen, Republic of",Government Finance Statistics (GFS),Annual,Published,2009,National Currency,29476000000.00
"Other Expense, Cash (Gen. Govt.)","Yemen, Republic of",Government Finance Statistics (GFS),Annual,Published,2009,National Currency,158371000000.00
"Use of Goods and Services, Cash (Gen. Govt.)","Yemen, Republic of",Government Finance Statistics (GFS),Annual,Published,2009,National Currency,199169000000.00
"To Non-residents, Foreign Interest, Cash (Gen. Govt.)","Yemen, Republic of",Government Finance Statistics (GFS),Annual,Published,2009,National Currency,10752000000.00
"Social Security Benefits, Cash (Gen. Govt.)","Yemen, Republic of",Government Finance Statistics (GFS),Annual,Published,2009,National Currency,0.00
"Social Assistance Benefits, Cash (Gen. Govt.)","Yemen, Republic of",Government Finance Statistics (GFS),Annual,Published,2009,National Currency,29476000000.00
"Employer Social Benefits, Cash (Gen. Govt.)","Yemen, Republic of",Government Finance Statistics (GFS),Annual,Published,2009,National Currency,0.00
"Property Expense Other than Interest, Cash (Gen. Govt.)","Yemen, Republic of",Government Finance Statistics (GFS),Annual,Published,2009,National Currency,0.00
"Miscellaneous Other Expense, Cash (Gen. Govt.)","Yemen, Republic of",Government Finance Statistics (GFS),Annual,Published,2009,National Currency,158371000000.00
"Total Expenditure, Cash (Gen. Govt.)","Yemen, Republic of",Government Finance Statistics (GFS),Annual,Published,2009,National Currency,1747470000000.00
"Interest, Cash (Gen. Govt.)","Yemen, Republic of",Government Finance Statistics (GFS),Annual,Published,2009,Percent of GDP,2.05
"Compensation of Employees, Cash (Gen. Govt.)","Yemen, Republic of",Government Finance Statistics (GFS),Annual,Published,2009,Percent of GDP,9.38
"Subsidies and Transfers, Cash (Gen. Govt.)","Yemen, Republic of",Government Finance Statistics (GFS),Annual,Published,2009,Percent of GDP,6.54
"Grants, Cash (Gen. Govt.)","Yemen, Republic of",Government Finance Statistics (GFS),Annual,Published,2009,Percent of GDP,0.00
"Social Benefits, Cash (Gen. Govt.)","Yemen, Republic of",Government Finance Statistics (GFS),Annual,Published,2009,Percent of GDP,0.49
"Other Expense, Cash (Gen. Govt.)","Yemen, Republic of",Government Finance Statistics (GFS),Annual,Published,2009,Percent of GDP,2.61
"Use of Goods and Services, Cash (Gen. Govt.)","Yemen, Republic of",Government Finance Statistics (GFS),Annual,Published,2009,Percent of GDP,3.28
"To Non-residents, Foreign Interest, Cash (Gen. Govt.)","Yemen, Republic of",Government Finance Statistics (GFS),Annual,Published,2009,Percent of GDP,0.18
"Social Security Benefits, Cash (Gen. Govt.)","Yemen, Republic of",Government Finance Statistics (GFS),Annual,Published,2009,Percent of GDP,0.00
"Social Assistance Benefits, Cash (Gen. Govt.)","Yemen, Republic of",Government Finance Statistics (GFS),Annual,Published,2009,Percent of GDP,0.49
"Employer Social Benefits, Cash (Gen. Govt.)","Yemen, Republic of",Government Finance Statistics (GFS),Annual,Published,2009,Percent of GDP,0.00
"Property Expense Other than Interest, Cash (Gen. Govt.)","Yemen, Republic of",Government Finance Statistics (GFS),Annual,Published,2009,Percent of GDP,0.00
"Miscellaneous Other Expense, Cash (Gen. Govt.)","Yemen, Republic of",Government Finance Statistics (GFS),Annual,Published,2009,Percent of GDP,2.61
"Total Expenditure, Cash (Gen. Govt.)","Yemen, Republic of",Government Finance Statistics (GFS),Annual,Published,2009,Percent of GDP,28.79
"Interest, Cash (Gen. Govt.)",Afghanistan,Government Finance Statistics (GFS),Annual,Published,2010,National Currency,86638122.74
"Compensation of Employees, Cash (Gen. Govt.)",Afghanistan,Government Finance Statistics (GFS),Annual,Published,2010,National Currency,86630951082.00
"Subsidies and Transfers, Cash (Gen. Govt.)",Afghanistan,Government Finance Statistics (GFS),Annual,Published,2010,National Currency,417976169.00
"Grants, Cash (Gen. Govt.)",Afghanistan,Government Finance Statistics (GFS),Annual,Published,2010,National Currency,0.00
"Social Benefits, Cash (Gen. Govt.)",Afghanistan,Government Finance Statistics (GFS),Annual,Published,2010,National Currency,5596597184.00
"Other Expense, Cash (Gen. Govt.)",Afghanistan,Government Finance Statistics (GFS),Annual,Published,2010,National Currency,632857366.10
"Use of Goods and Services, Cash (Gen. Govt.)",Afghanistan,Government Finance Statistics (GFS),Annual,Published,2010,National Currency,276648000000.00
"To Non-residents, Foreign Interest, Cash (Gen. Govt.)",Afghanistan,Government Finance Statistics (GFS),Annual,Published,2010,National Currency,86638122.74
"Social Security Benefits, Cash (Gen. Govt.)",Afghanistan,Government Finance Statistics (GFS),Annual,Published,2010,National Currency,2731719651.00
"Social Assistance Benefits, Cash (Gen. Govt.)",Afghanistan,Government Finance Statistics (GFS),Annual,Published,2010,National Currency,2251007885.00
"Employer Social Benefits, Cash (Gen. Govt.)",Afghanistan,Government Finance Statistics (GFS),Annual,Published,2010,National Currency,613869647.90
"Property Expense Other than Interest, Cash (Gen. Govt.)",Afghanistan,Government Finance Statistics (GFS),Annual,Published,2010,National Currency,166557425.00
"Miscellaneous Other Expense, Cash (Gen. Govt.)",Afghanistan,Government Finance Statistics (GFS),Annual,Published,2010,National Currency,466299941.10
"Total Expenditure, Cash (Gen. Govt.)",Afghanistan,Government Finance Statistics (GFS),Annual,Published,2010,National Currency,599142000000.00
"Interest, Cash (Gen. Govt.)",Afghanistan,Government Finance Statistics (GFS),Annual,Published,2010,Percent of GDP,0.01
"Compensation of Employees, Cash (Gen. Govt.)",Afghanistan,Government Finance Statistics (GFS),Annual,Published,2010,Percent of GDP,12.16
"Subsidies and Transfers, Cash (Gen. Govt.)",Afghanistan,Government Finance Statistics (GFS),Annual,Published,2010,Percent of GDP,0.06
"Grants, Cash (Gen. Govt.)",Afghanistan,Government Finance Statistics (GFS),Annual,Published,2010,Percent of GDP,0.00
"Social Benefits, Cash (Gen. Govt.)",Afghanistan,Government Finance Statistics (GFS),Annual,Published,2010,Percent of GDP,0.79
"Other Expense, Cash (Gen. Govt.)",Afghanistan,Government Finance Statistics (GFS),Annual,Published,2010,Percent of GDP,0.09
"Use of Goods and Services, Cash (Gen. Govt.)",Afghanistan,Government Finance Statistics (GFS),Annual,Published,2010,Percent of GDP,38.84
"To Non-residents, Foreign Interest, Cash (Gen. Govt.)",Afghanistan,Government Finance Statistics (GFS),Annual,Published,2010,Percent of GDP,0.01
"Social Security Benefits, Cash (Gen. Govt.)",Afghanistan,Government Finance Statistics (GFS),Annual,Published,2010,Percent of GDP,0.38
"Social Assistance Benefits, Cash (Gen. Govt.)",Afghanistan,Government Finance Statistics (GFS),Annual,Published,2010,Percent of GDP,0.32
"Employer Social Benefits, Cash (Gen. Govt.)",Afghanistan,Government Finance Statistics (GFS),Annual,Published,2010,Percent of GDP,0.09
"Property Expense Other than Interest, Cash (Gen. Govt.)",Afghanistan,Government Finance Statistics (GFS),Annual,Published,2010,Percent of GDP,0.02
"Miscellaneous Other Expense, Cash (Gen. Govt.)",Afghanistan,Government Finance Statistics (GFS),Annual,Published,2010,Percent of GDP,0.07
"Total Expenditure, Cash (Gen. Govt.)",Afghanistan,Government Finance Statistics (GFS),Annual,Published,2010,Percent of GDP,84.12
"Interest, Cash (Gen. Govt.)",Albania,Government Finance Statistics (GFS),Annual,Published,2010,National Currency,41604000000.00
"Compensation of Employees, Cash (Gen. Govt.)",Albania,Government Finance Statistics (GFS),Annual,Published,2010,National Currency,65762000000.00
"Subsidies and Transfers, Cash (Gen. Govt.)",Albania,Government Finance Statistics (GFS),Annual,Published,2010,National Currency,3535000000.00
"Grants, Cash (Gen. Govt.)",Albania,Government Finance Statistics (GFS),Annual,Published,2010,National Currency,0.00
"Social Benefits, Cash (Gen. Govt.)",Albania,Government Finance Statistics (GFS),Annual,Published,2010,National Currency,124895000000.00
"Other Expense, Cash (Gen. Govt.)",Albania,Government Finance Statistics (GFS),Annual,Published,2010,National Currency,30764000000.00
"Use of Goods and Services, Cash (Gen. Govt.)",Albania,Government Finance Statistics (GFS),Annual,Published,2010,National Currency,34318000000.00
"To Non-residents, Foreign Interest, Cash (Gen. Govt.)",Albania,Government Finance Statistics (GFS),Annual,Published,2010,National Currency,6021000000.00
"Social Security Benefits, Cash (Gen. Govt.)",Albania,Government Finance Statistics (GFS),Annual,Published,2010,National Currency,106207000000.00
"Social Assistance Benefits, Cash (Gen. Govt.)",Albania,Government Finance Statistics (GFS),Annual,Published,2010,National Currency,18688000000.00
"Employer Social Benefits, Cash (Gen. Govt.)",Albania,Government Finance Statistics (GFS),Annual,Published,2010,National Currency,0.00
"Property Expense Other than Interest, Cash (Gen. Govt.)",Albania,Government Finance Statistics (GFS),Annual,Published,2010,National Currency,0.00
"Miscellaneous Other Expense, Cash (Gen. Govt.)",Albania,Government Finance Statistics (GFS),Annual,Published,2010,National Currency,30764000000.00
"Total Expenditure, Cash (Gen. Govt.)",Albania,Government Finance Statistics (GFS),Annual,Published,2010,National Currency,368370000000.00
"Interest, Cash (Gen. Govt.)",Albania,Government Finance Statistics (GFS),Annual,Published,2010,Percent of GDP,3.36
"Compensation of Employees, Cash (Gen. Govt.)",Albania,Government Finance Statistics (GFS),Annual,Published,2010,Percent of GDP,5.31
"Subsidies and Transfers, Cash (Gen. Govt.)",Albania,Government Finance Statistics (GFS),Annual,Published,2010,Percent of GDP,0.29
"Grants, Cash (Gen. Govt.)",Albania,Government Finance Statistics (GFS),Annual,Published,2010,Percent of GDP,0.00
"Social Benefits, Cash (Gen. Govt.)",Albania,Government Finance Statistics (GFS),Annual,Published,2010,Percent of GDP,10.09
"Other Expense, Cash (Gen. Govt.)",Albania,Government Finance Statistics (GFS),Annual,Published,2010,Percent of GDP,2.49
"Use of Goods and Services, Cash (Gen. Govt.)",Albania,Government Finance Statistics (GFS),Annual,Published,2010,Percent of GDP,2.77
"To Non-residents, Foreign Interest, Cash (Gen. Govt.)",Albania,Government Finance Statistics (GFS),Annual,Published,2010,Percent of GDP,0.49
"Social Security Benefits, Cash (Gen. Govt.)",Albania,Government Finance Statistics (GFS),Annual,Published,2010,Percent of GDP,8.58
"Social Assistance Benefits, Cash (Gen. Govt.)",Albania,Government Finance Statistics (GFS),Annual,Published,2010,Percent of GDP,1.51
"Employer Social Benefits, Cash (Gen. Govt.)",Albania,Government Finance Statistics (GFS),Annual,Published,2010,Percent of GDP,0.00
"Property Expense Other than Interest, Cash (Gen. Govt.)",Albania,Government Finance Statistics (GFS),Annual,Published,2010,Percent of GDP,0.00
"Miscellaneous Other Expense, Cash (Gen. Govt.)",Albania,Government Finance Statistics (GFS),Annual,Published,2010,Percent of GDP,2.49
"Total Expenditure, Cash (Gen. Govt.)",Albania,Government Finance Statistics (GFS),Annual,Published,2010,Percent of GDP,29.76
"Interest, Cash (Gen. Govt.)",Armenia,Government Finance Statistics (GFS),Annual,Published,2010,National Currency,30436021340.00
"Compensation of Employees, Cash (Gen. Govt.)",Armenia,Government Finance Statistics (GFS),Annual,Published,2010,National Currency,205432000000.00
"Subsidies and Transfers, Cash (Gen. Govt.)",Armenia,Government Finance Statistics (GFS),Annual,Published,2010,National Currency,19493538582.00
"Grants, Cash (Gen. Govt.)",Armenia,Government Finance Statistics (GFS),Annual,Published,2010,National Currency,1568556910.00
"Social Benefits, Cash (Gen. Govt.)",Armenia,Government Finance Statistics (GFS),Annual,Published,2010,National Currency,247585000000.00
"Other Expense, Cash (Gen. Govt.)",Armenia,Government Finance Statistics (GFS),Annual,Published,2010,National Currency,166820000000.00
"Use of Goods and Services, Cash (Gen. Govt.)",Armenia,Government Finance Statistics (GFS),Annual,Published,2010,National Currency,138680000000.00
"To Non-residents, Foreign Interest, Cash (Gen. Govt.)",Armenia,Government Finance Statistics (GFS),Annual,Published,2010,National Currency,14603760440.00
"Social Security Benefits, Cash (Gen. Govt.)",Armenia,Government Finance Statistics (GFS),Annual,Published,2010,National Currency,179112000000.00
"Social Assistance Benefits, Cash (Gen. Govt.)",Armenia,Government Finance Statistics (GFS),Annual,Published,2010,National Currency,68472385879.00
"Employer Social Benefits, Cash (Gen. Govt.)",Armenia,Government Finance Statistics (GFS),Annual,Published,2010,National Currency,0.00
"Property Expense Other than Interest, Cash (Gen. Govt.)",Armenia,Government Finance Statistics (GFS),Annual,Published,2010,National Currency,0.00
"Miscellaneous Other Expense, Cash (Gen. Govt.)",Armenia,Government Finance Statistics (GFS),Annual,Published,2010,National Currency,166820000000.00
"Total Expenditure, Cash (Gen. Govt.)",Armenia,Government Finance Statistics (GFS),Annual,Published,2010,National Currency,1008350000000.00
"Interest, Cash (Gen. Govt.)",Armenia,Government Finance Statistics (GFS),Annual,Published,2010,Percent of GDP,0.87
"Compensation of Employees, Cash (Gen. Govt.)",Armenia,Government Finance Statistics (GFS),Annual,Published,2010,Percent of GDP,5.87
"Subsidies and Transfers, Cash (Gen. Govt.)",Armenia,Government Finance Statistics (GFS),Annual,Published,2010,Percent of GDP,0.56
"Grants, Cash (Gen. Govt.)",Armenia,Government Finance Statistics (GFS),Annual,Published,2010,Percent of GDP,0.04
"Social Benefits, Cash (Gen. Govt.)",Armenia,Government Finance Statistics (GFS),Annual,Published,2010,Percent of GDP,7.07
"Other Expense, Cash (Gen. Govt.)",Armenia,Government Finance Statistics (GFS),Annual,Published,2010,Percent of GDP,4.76
"Use of Goods and Services, Cash (Gen. Govt.)",Armenia,Government Finance Statistics (GFS),Annual,Published,2010,Percent of GDP,3.96
"To Non-residents, Foreign Interest, Cash (Gen. Govt.)",Armenia,Government Finance Statistics (GFS),Annual,Published,2010,Percent of GDP,0.42
"Social Security Benefits, Cash (Gen. Govt.)",Armenia,Government Finance Statistics (GFS),Annual,Published,2010,Percent of GDP,5.12
"Social Assistance Benefits, Cash (Gen. Govt.)",Armenia,Government Finance Statistics (GFS),Annual,Published,2010,Percent of GDP,1.96
"Employer Social Benefits, Cash (Gen. Govt.)",Armenia,Government Finance Statistics (GFS),Annual,Published,2010,Percent of GDP,0.00
"Property Expense Other than Interest, Cash (Gen. Govt.)",Armenia,Government Finance Statistics (GFS),Annual,Published,2010,Percent of GDP,0.00
"Miscellaneous Other Expense, Cash (Gen. Govt.)",Armenia,Government Finance Statistics (GFS),Annual,Published,2010,Percent of GDP,4.76
"Total Expenditure, Cash (Gen. Govt.)",Armenia,Government Finance Statistics (GFS),Annual,Published,2010,Percent of GDP,28.80
"Interest, Cash (Gen. Govt.)",Australia,Government Finance Statistics (GFS),Annual,Published,2010,National Currency,9951000000.00
"Compensation of Employees, Cash (Gen. Govt.)",Australia,Government Finance Statistics (GFS),Annual,Published,2010,National Currency,251385000000.00
"Subsidies and Transfers, Cash (Gen. Govt.)",Australia,Government Finance Statistics (GFS),Annual,Published,2010,National Currency,166104000000.00
"Other Expense, Cash (Gen. Govt.)",Australia,Government Finance Statistics (GFS),Annual,Published,2010,National Currency,114013000000.00
"Interest, Cash (Gen. Govt.)",Azerbaijan,Government Finance Statistics (GFS),Annual,Published,2010,National Currency,39500000.00
"Compensation of Employees, Cash (Gen. Govt.)",Azerbaijan,Government Finance Statistics (GFS),Annual,Published,2010,National Currency,1678500000.00
"Subsidies and Transfers, Cash (Gen. Govt.)",Azerbaijan,Government Finance Statistics (GFS),Annual,Published,2010,National Currency,701700000.00
"Grants, Cash (Gen. Govt.)",Azerbaijan,Government Finance Statistics (GFS),Annual,Published,2010,National Currency,9100000.00
"Social Benefits, Cash (Gen. Govt.)",Azerbaijan,Government Finance Statistics (GFS),Annual,Published,2010,National Currency,2210000000.00
