Concept,Country,Data Source,Frequency,Status,Time,Unit,Value
"Gross Domestic Product, Real",Turkey,International Financial Statistics (IFS),Annual,Published,2004,National Currency at 1998 prices,83485591000.00
"Gross Domestic Product, Real",Turkey,International Financial Statistics (IFS),Annual,Published,2004,Percent,9.36
"Gross Domestic Product, Deflator",Turkey,International Financial Statistics (IFS),Annual,Published,2005,"Index, 2005=100",100.00
"Gross Domestic Product, Deflator",Turkey,International Financial Statistics (IFS),Annual,Published,2005,Percent Change over Corresponding Period of Previous Year,7.08
"Gross Domestic Product, Nominal",Turkey,International Financial Statistics (IFS),Annual,Published,2005,National Currency,648931720000.00
"Gross Domestic Product, Real",Turkey,International Financial Statistics (IFS),Annual,Published,2005,"Index, 2005=100",100.00
"Gross Domestic Product, Real",Turkey,International Financial Statistics (IFS),Annual,Published,2005,National Currency at 1987 prices,147200061161.29
"Gross Domestic Product, Real",Turkey,International Financial Statistics (IFS),Annual,Published,2005,National Currency at 1998 prices,90499731000.00
"Gross Domestic Product, Real",Turkey,International Financial Statistics (IFS),Annual,Published,2005,Percent,8.40
"Gross Domestic Product, Deflator",Turkey,International Financial Statistics (IFS),Annual,Published,2006,"Index, 2005=100",109.33
"Gross Domestic Product, Deflator",Turkey,International Financial Statistics (IFS),Annual,Published,2006,Percent Change over Corresponding Period of Previous Year,9.33
"Gross Domestic Product, Nominal",Turkey,International Financial Statistics (IFS),Annual,Published,2006,National Currency,758390780000.00
"Gross Domestic Product, Real",Turkey,International Financial Statistics (IFS),Annual,Published,2006,"Index, 2005=100",106.89
"Gross Domestic Product, Real",Turkey,International Financial Statistics (IFS),Annual,Published,2006,National Currency at 1987 prices,156249301431.72
"Gross Domestic Product, Real",Turkey,International Financial Statistics (IFS),Annual,Published,2006,National Currency at 1998 prices,96738320000.00
"Gross Domestic Product, Real",Turkey,International Financial Statistics (IFS),Annual,Published,2006,Percent,6.89
Net debt (Gen. Govt.),Turkey,Fiscal Monitor - Latest Published Data,Annual,Published,2006,Percent of GDP,38.98
Net debt (Gen. Govt.),Turkey,Fiscal Monitor September 2011,Annual,Published,2006,Percent of GDP,38.54
"Gross Domestic Product, Deflator",Turkey,International Financial Statistics (IFS),Annual,Published,2007,"Index, 2005=100",116.13
"Gross Domestic Product, Deflator",Turkey,International Financial Statistics (IFS),Annual,Published,2007,Percent Change over Corresponding Period of Previous Year,6.22
"Gross Domestic Product, Nominal",Turkey,International Financial Statistics (IFS),Annual,Published,2007,National Currency,843178430000.00
"Gross Domestic Product, Real",Turkey,International Financial Statistics (IFS),Annual,Published,2007,"Index, 2005=100",111.88
"Gross Domestic Product, Real",Turkey,International Financial Statistics (IFS),Annual,Published,2007,National Currency at 1998 prices,101254625000.00
"Gross Domestic Product, Real",Turkey,International Financial Statistics (IFS),Annual,Published,2007,Percent,4.67
Net debt (Gen. Govt.),Turkey,Fiscal Monitor - Latest Published Data,Annual,Published,2007,Percent of GDP,32.72
Net debt (Gen. Govt.),Turkey,Fiscal Monitor September 2011,Annual,Published,2007,Percent of GDP,32.24
"Gross Domestic Product, Deflator",Turkey,International Financial Statistics (IFS),Annual,Published,2008,"Index, 2005=100",130.06
"Gross Domestic Product, Deflator",Turkey,International Financial Statistics (IFS),Annual,Published,2008,Percent Change over Corresponding Period of Previous Year,11.99
"Gross Domestic Product, Nominal",Turkey,International Financial Statistics (IFS),Annual,Published,2008,National Currency,950534240000.00
"Gross Domestic Product, Real",Turkey,International Financial Statistics (IFS),Annual,Published,2008,"Index, 2005=100",112.62
"Gross Domestic Product, Real",Turkey,International Financial Statistics (IFS),Annual,Published,2008,National Currency at 1998 prices,101921730000.00
"Gross Domestic Product, Real",Turkey,International Financial Statistics (IFS),Annual,Published,2008,Percent,0.66
Net debt (Gen. Govt.),Turkey,Fiscal Monitor - Latest Published Data,Annual,Published,2008,Percent of GDP,33.36
Net debt (Gen. Govt.),Turkey,Fiscal Monitor September 2011,Annual,Published,2008,Percent of GDP,32.82
"Gross Domestic Product, Deflator",Turkey,International Financial Statistics (IFS),Annual,Published,2009,"Index, 2005=100",136.95
"Gross Domestic Product, Deflator",Turkey,International Financial Statistics (IFS),Annual,Published,2009,Percent Change over Corresponding Period of Previous Year,5.29
"Gross Domestic Product, Nominal",Turkey,International Financial Statistics (IFS),Annual,Published,2009,National Currency,952558580000.00
"Gross Domestic Product, Real",Turkey,International Financial Statistics (IFS),Annual,Published,2009,"Index, 2005=100",107.19
"Gross Domestic Product, Real",Turkey,International Financial Statistics (IFS),Annual,Published,2009,National Currency at 1998 prices,97003114000.00
"Gross Domestic Product, Real",Turkey,International Financial Statistics (IFS),Annual,Published,2009,Percent,-4.83
Net debt (Gen. Govt.),Turkey,Fiscal Monitor - Latest Published Data,Annual,Published,2009,Percent of GDP,38.52
Net debt (Gen. Govt.),Turkey,Fiscal Monitor September 2011,Annual,Published,2009,Percent of GDP,38.52
"Gross Domestic Product, Deflator",Uganda,International Financial Statistics (IFS),Annual,Published,2003,"Index, 2005=100",76.38
"Gross Domestic Product, Deflator",Uganda,International Financial Statistics (IFS),Annual,Published,2003,Percent Change over Corresponding Period of Previous Year,3.00
"Gross Domestic Product, Nominal",Uganda,International Financial Statistics (IFS),Annual,Published,2003,National Currency,12756540730734.60
"Gross Domestic Product, Real",Uganda,International Financial Statistics (IFS),Annual,Published,2003,"Index, 2005=100",93.42
"Gross Domestic Product, Real",Uganda,International Financial Statistics (IFS),Annual,Published,2003,National Currency at 1997 prices,10475748675494.80
"Gross Domestic Product, Real",Uganda,International Financial Statistics (IFS),Annual,Published,2003,Percent,14.17
"Gross Domestic Product, Deflator",Uganda,International Financial Statistics (IFS),Annual,Published,2004,"Index, 2005=100",93.97
"Gross Domestic Product, Deflator",Uganda,International Financial Statistics (IFS),Annual,Published,2004,Percent Change over Corresponding Period of Previous Year,23.03
"Gross Domestic Product, Nominal",Uganda,International Financial Statistics (IFS),Annual,Published,2004,National Currency,15271320021255.50
"Gross Domestic Product, Real",Uganda,International Financial Statistics (IFS),Annual,Published,2004,"Index, 2005=100",90.90
"Gross Domestic Product, Real",Uganda,International Financial Statistics (IFS),Annual,Published,2004,National Currency at 1997 prices,11004238411634.60
"Gross Domestic Product, Real",Uganda,International Financial Statistics (IFS),Annual,Published,2004,National Currency at 2002 prices,13466727154649.40
"Gross Domestic Product, Real",Uganda,International Financial Statistics (IFS),Annual,Published,2004,Percent,-2.69
"Gross Domestic Product, Deflator",Uganda,International Financial Statistics (IFS),Annual,Published,2005,"Index, 2005=100",100.00
"Gross Domestic Product, Deflator",Uganda,International Financial Statistics (IFS),Annual,Published,2005,Percent Change over Corresponding Period of Previous Year,6.42
"Gross Domestic Product, Nominal",Uganda,International Financial Statistics (IFS),Annual,Published,2005,National Currency,17877943999912.60
"Gross Domestic Product, Real",Uganda,International Financial Statistics (IFS),Annual,Published,2005,"Index, 2005=100",100.00
"Gross Domestic Product, Real",Uganda,International Financial Statistics (IFS),Annual,Published,2005,National Currency at 2002 prices,14814398038637.10
"Gross Domestic Product, Real",Uganda,International Financial Statistics (IFS),Annual,Published,2005,Percent,10.01
"Gross Domestic Product, Deflator",Uganda,International Financial Statistics (IFS),Annual,Published,2006,"Index, 2005=100",105.37
"Gross Domestic Product, Deflator",Uganda,International Financial Statistics (IFS),Annual,Published,2006,Percent Change over Corresponding Period of Previous Year,5.37
"Gross Domestic Product, Nominal",Uganda,International Financial Statistics (IFS),Annual,Published,2006,National Currency,20166191359439.80
"Gross Domestic Product, Real",Uganda,International Financial Statistics (IFS),Annual,Published,2006,"Index, 2005=100",107.05
"Gross Domestic Product, Real",Uganda,International Financial Statistics (IFS),Annual,Published,2006,National Currency at 2002 prices,15858718491146.30
"Gross Domestic Product, Real",Uganda,International Financial Statistics (IFS),Annual,Published,2006,Percent,7.05
"Gross Domestic Product, Deflator",Uganda,International Financial Statistics (IFS),Annual,Published,2007,"Index, 2005=100",112.91
"Gross Domestic Product, Deflator",Uganda,International Financial Statistics (IFS),Annual,Published,2007,Percent Change over Corresponding Period of Previous Year,7.15
"Gross Domestic Product, Nominal",Uganda,International Financial Statistics (IFS),Annual,Published,2007,National Currency,23351066936329.80
"Gross Domestic Product, Real",Uganda,International Financial Statistics (IFS),Annual,Published,2007,"Index, 2005=100",115.68
"Gross Domestic Product, Real",Uganda,International Financial Statistics (IFS),Annual,Published,2007,National Currency at 2002 prices,17137543165000.00
"Gross Domestic Product, Real",Uganda,International Financial Statistics (IFS),Annual,Published,2007,Percent,8.06
"Gross Domestic Product, Deflator",Uganda,International Financial Statistics (IFS),Annual,Published,2008,"Index, 2005=100",123.37
"Gross Domestic Product, Deflator",Uganda,International Financial Statistics (IFS),Annual,Published,2008,Percent Change over Corresponding Period of Previous Year,9.27
"Gross Domestic Product, Nominal",Uganda,International Financial Statistics (IFS),Annual,Published,2008,National Currency,28176384410000.00
"Gross Domestic Product, Real",Uganda,International Financial Statistics (IFS),Annual,Published,2008,"Index, 2005=100",127.74
"Gross Domestic Product, Real",Uganda,International Financial Statistics (IFS),Annual,Published,2008,National Currency at 2002 prices,18924645416000.00
"Gross Domestic Product, Real",Uganda,International Financial Statistics (IFS),Annual,Published,2008,Percent,10.43
"Gross Domestic Product, Deflator",Uganda,International Financial Statistics (IFS),Annual,Published,2009,"Index, 2005=100",141.27
"Gross Domestic Product, Deflator",Uganda,International Financial Statistics (IFS),Annual,Published,2009,Percent Change over Corresponding Period of Previous Year,14.50
"Gross Domestic Product, Nominal",Uganda,International Financial Statistics (IFS),Annual,Published,2009,National Currency,33596351344000.00
"Gross Domestic Product, Real",Uganda,International Financial Statistics (IFS),Annual,Published,2009,"Index, 2005=100",133.03
"Gross Domestic Product, Real",Uganda,International Financial Statistics (IFS),Annual,Published,2009,National Currency at 2002 prices,19706990854000.00
"Gross Domestic Product, Real",Uganda,International Financial Statistics (IFS),Annual,Published,2009,Percent,4.13
"Gross Domestic Product, Deflator",Ukraine,International Financial Statistics (IFS),Annual,Published,2003,"Index, 2005=100",69.93
"Gross Domestic Product, Deflator",Ukraine,International Financial Statistics (IFS),Annual,Published,2003,Percent Change over Corresponding Period of Previous Year,8.11
"Gross Domestic Product, Nominal",Ukraine,International Financial Statistics (IFS),Annual,Published,2003,National Currency,267344000000.00
"Gross Domestic Product, Real",Ukraine,International Financial Statistics (IFS),Annual,Published,2003,"Index, 2005=100",86.60
"Gross Domestic Product, Real",Ukraine,International Financial Statistics (IFS),Annual,Published,2003,National Currency at 2007 prices,539953000000.00
"Gross Domestic Product, Real",Ukraine,International Financial Statistics (IFS),Annual,Published,2003,Percent,9.52
"Gross Domestic Product, Deflator",Ukraine,International Financial Statistics (IFS),Annual,Published,2004,"Index, 2005=100",80.52
"Gross Domestic Product, Deflator",Ukraine,International Financial Statistics (IFS),Annual,Published,2004,Percent Change over Corresponding Period of Previous Year,15.15
"Gross Domestic Product, Nominal",Ukraine,International Financial Statistics (IFS),Annual,Published,2004,National Currency,345113000000.00
"Gross Domestic Product, Real",Ukraine,International Financial Statistics (IFS),Annual,Published,2004,"Index, 2005=100",97.09
"Gross Domestic Product, Real",Ukraine,International Financial Statistics (IFS),Annual,Published,2004,National Currency at 2007 prices,605335000000.00
"Gross Domestic Product, Real",Ukraine,International Financial Statistics (IFS),Annual,Published,2004,Percent,12.11
"Gross Domestic Product, Deflator",Ukraine,International Financial Statistics (IFS),Annual,Published,2005,"Index, 2005=100",100.00
"Gross Domestic Product, Deflator",Ukraine,International Financial Statistics (IFS),Annual,Published,2005,Percent Change over Corresponding Period of Previous Year,24.19
"Gross Domestic Product, Nominal",Ukraine,International Financial Statistics (IFS),Annual,Published,2005,National Currency,441452000000.00
"Gross Domestic Product, Real",Ukraine,International Financial Statistics (IFS),Annual,Published,2005,"Index, 2005=100",100.00
"Gross Domestic Product, Real",Ukraine,International Financial Statistics (IFS),Annual,Published,2005,National Currency at 2007 prices,623479000000.00
"Gross Domestic Product, Real",Ukraine,International Financial Statistics (IFS),Annual,Published,2005,Percent,3.00
"Gross Domestic Product, Deflator",Ukraine,International Financial Statistics (IFS),Annual,Published,2006,"Index, 2005=100",114.73
"Gross Domestic Product, Deflator",Ukraine,International Financial Statistics (IFS),Annual,Published,2006,Percent Change over Corresponding Period of Previous Year,14.73
"Gross Domestic Product, Nominal",Ukraine,International Financial Statistics (IFS),Annual,Published,2006,National Currency,544153000000.00
"Gross Domestic Product, Real",Ukraine,International Financial Statistics (IFS),Annual,Published,2006,"Index, 2005=100",107.44
"Gross Domestic Product, Real",Ukraine,International Financial Statistics (IFS),Annual,Published,2006,National Currency at 2007 prices,669865000000.00
"Gross Domestic Product, Real",Ukraine,International Financial Statistics (IFS),Annual,Published,2006,Percent,7.44
Net debt (Gen. Govt.),Ukraine,Fiscal Monitor - Latest Published Data,Annual,Published,2006,Percent of GDP,11.74
Net debt (Gen. Govt.),Ukraine,Fiscal Monitor September 2011,Annual,Published,2006,Percent of GDP,11.74
"Gross Domestic Product, Deflator",Ukraine,International Financial Statistics (IFS),Annual,Published,2007,"Index, 2005=100",141.23
"Gross Domestic Product, Deflator",Ukraine,International Financial Statistics (IFS),Annual,Published,2007,Percent Change over Corresponding Period of Previous Year,23.10
"Gross Domestic Product, Nominal",Ukraine,International Financial Statistics (IFS),Annual,Published,2007,National Currency,720731000000.00
"Gross Domestic Product, Real",Ukraine,International Financial Statistics (IFS),Annual,Published,2007,"Index, 2005=100",115.60
"Gross Domestic Product, Real",Ukraine,International Financial Statistics (IFS),Annual,Published,2007,National Currency at 2007 prices,720731000000.00
"Gross Domestic Product, Real",Ukraine,International Financial Statistics (IFS),Annual,Published,2007,Percent,7.59
Net debt (Gen. Govt.),Ukraine,Fiscal Monitor - Latest Published Data,Annual,Published,2007,Percent of GDP,10.12
Net debt (Gen. Govt.),Ukraine,Fiscal Monitor September 2011,Annual,Published,2007,Percent of GDP,10.12
"Gross Domestic Product, Deflator",Ukraine,International Financial Statistics (IFS),Annual,Published,2008,"Index, 2005=100",181.60
"Gross Domestic Product, Deflator",Ukraine,International Financial Statistics (IFS),Annual,Published,2008,Percent Change over Corresponding Period of Previous Year,28.58
"Gross Domestic Product, Nominal",Ukraine,International Financial Statistics (IFS),Annual,Published,2008,National Currency,948056000000.00
"Gross Domestic Product, Real",Ukraine,International Financial Statistics (IFS),Annual,Published,2008,"Index, 2005=100",118.26
"Gross Domestic Product, Real",Ukraine,International Financial Statistics (IFS),Annual,Published,2008,National Currency at 2007 prices,737336000000.00
"Gross Domestic Product, Real",Ukraine,International Financial Statistics (IFS),Annual,Published,2008,Percent,2.30
Net debt (Gen. Govt.),Ukraine,Fiscal Monitor - Latest Published Data,Annual,Published,2008,Percent of GDP,18.34
Net debt (Gen. Govt.),Ukraine,Fiscal Monitor September 2011,Annual,Published,2008,Percent of GDP,18.34
"Gross Domestic Product, Deflator",Ukraine,International Financial Statistics (IFS),Annual,Published,2009,"Index, 2005=100",205.24
"Gross Domestic Product, Deflator",Ukraine,International Financial Statistics (IFS),Annual,Published,2009,Percent Change over Corresponding Period of Previous Year,13.02
"Gross Domestic Product, Nominal",Ukraine,International Financial Statistics (IFS),Annual,Published,2009,National Currency,913345000000.00
"Gross Domestic Product, Real",Ukraine,International Financial Statistics (IFS),Annual,Published,2009,"Index, 2005=100",100.81
"Gross Domestic Product, Real",Ukraine,International Financial Statistics (IFS),Annual,Published,2009,National Currency at 2007 prices,628516000000.00
"Gross Domestic Product, Real",Ukraine,International Financial Statistics (IFS),Annual,Published,2009,Percent,-14.76
Net debt (Gen. Govt.),Ukraine,Fiscal Monitor - Latest Published Data,Annual,Published,2009,Percent of GDP,31.94
Net debt (Gen. Govt.),Ukraine,Fiscal Monitor September 2011,Annual,Published,2009,Percent of GDP,31.94
"Gross Domestic Product, Nominal",United Arab Emirates,International Financial Statistics (IFS),Annual,Published,2003,National Currency,456662433772.74
"Gross Domestic Product, Nominal",United Arab Emirates,International Financial Statistics (IFS),Annual,Published,2004,National Currency,542884557970.70
"Gross Domestic Product, Nominal",United Arab Emirates,International Financial Statistics (IFS),Annual,Published,2005,National Currency,663315970274.91
"Gross Domestic Product, Nominal",United Arab Emirates,International Financial Statistics (IFS),Annual,Published,2006,National Currency,815683701225.53
"Gross Domestic Product, Nominal",United Arab Emirates,International Financial Statistics (IFS),Annual,Published,2007,National Currency,948056460376.90
"Gross Domestic Product, Nominal",United Arab Emirates,International Financial Statistics (IFS),Annual,Published,2008,National Currency,1156267120211.23
"Gross Domestic Product, Nominal",United Arab Emirates,International Financial Statistics (IFS),Annual,Published,2009,National Currency,992805330151.82
"Compensation of Employees, Noncash (Gen. Govt.)",United Kingdom,International Financial Statistics (IFS),Annual,Published,2003,National Currency,121478000000.00
"Consumption of Fixed Capital, Noncash (Gen. Govt.)",United Kingdom,International Financial Statistics (IFS),Annual,Published,2003,National Currency,10300000000.00
"Expense, Noncash (Gen. Govt.)",United Kingdom,International Financial Statistics (IFS),Annual,Published,2003,National Currency,473083000000.00
"Gross Domestic Product, Deflator",United Kingdom,International Financial Statistics (IFS),Annual,Published,2003,"Index, 2005=100, Seasonally Adjusted",95.48
"Gross Domestic Product, Deflator",United Kingdom,International Financial Statistics (IFS),Annual,Published,2003,Percent Change over Corresponding Period of Previous Year,2.35
"Gross Domestic Product, Nominal",United Kingdom,International Financial Statistics (IFS),Annual,Published,2003,"National Currency, Seasonally Adjusted",1139441000000.00
"Gross Domestic Product, Real",United Kingdom,International Financial Statistics (IFS),Annual,Published,2003,"Index, 2005=100, Seasonally Adjusted",95.15
"Gross Domestic Product, Real",United Kingdom,International Financial Statistics (IFS),Annual,Published,2003,"National Currency at 2000 prices, Seasonally Adjusted",1193396200000.00
"Gross Domestic Product, Real",United Kingdom,International Financial Statistics (IFS),Annual,Published,2003,"National Currency at 2005 prices, Seasonally Adjusted",1192206000000.00
"Gross Domestic Product, Real",United Kingdom,International Financial Statistics (IFS),Annual,Published,2003,"National Currency at 2006 prices, Seasonally Adjusted",1299381000000.00
"Gross Domestic Product, Real",United Kingdom,International Financial Statistics (IFS),Annual,Published,2003,"National Currency at 2008 prices, Seasonally Adjusted",1299381000000.00
"Gross Domestic Product, Real",United Kingdom,International Financial Statistics (IFS),Annual,Published,2003,Percent,3.52
"Interest, Noncash (Gen. Govt.)",United Kingdom,International Financial Statistics (IFS),Annual,Published,2003,National Currency,22564000000.00
"Social Benefits, Noncash (Gen. Govt.)",United Kingdom,International Financial Statistics (IFS),Annual,Published,2003,National Currency,145989000000.00
"Subsidies and Transfers, Noncash (Gen. Govt.)",United Kingdom,International Financial Statistics (IFS),Annual,Published,2003,National Currency,6668000000.00
"Use of Goods and Services, Noncash (Gen. Govt.)",United Kingdom,International Financial Statistics (IFS),Annual,Published,2003,National Currency,121228000000.00
"Compensation of Employees, Noncash (Gen. Govt.)",United Kingdom,International Financial Statistics (IFS),Annual,Published,2004,National Currency,131983000000.00
"Consumption of Fixed Capital, Noncash (Gen. Govt.)",United Kingdom,International Financial Statistics (IFS),Annual,Published,2004,National Currency,10809000000.00
"Expense, Noncash (Gen. Govt.)",United Kingdom,International Financial Statistics (IFS),Annual,Published,2004,National Currency,506974000000.00
"Gross Domestic Product, Deflator",United Kingdom,International Financial Statistics (IFS),Annual,Published,2004,"Index, 2005=100, Seasonally Adjusted",97.86
"Gross Domestic Product, Deflator",United Kingdom,International Financial Statistics (IFS),Annual,Published,2004,Percent Change over Corresponding Period of Previous Year,2.49
"Gross Domestic Product, Nominal",United Kingdom,International Financial Statistics (IFS),Annual,Published,2004,"National Currency, Seasonally Adjusted",1202370000000.00
"Gross Domestic Product, Real",United Kingdom,International Financial Statistics (IFS),Annual,Published,2004,"Index, 2005=100, Seasonally Adjusted",97.96
"Gross Domestic Product, Real",United Kingdom,International Financial Statistics (IFS),Annual,Published,2004,"National Currency at 2000 prices, Seasonally Adjusted",1228665000000.00
"Gross Domestic Product, Real",United Kingdom,International Financial Statistics (IFS),Annual,Published,2004,"National Currency at 2005 prices, Seasonally Adjusted",1227387000000.00
"Gross Domestic Product, Real",United Kingdom,International Financial Statistics (IFS),Annual,Published,2004,"National Currency at 2006 prices, Seasonally Adjusted",1337782000000.00
"Gross Domestic Product, Real",United Kingdom,International Financial Statistics (IFS),Annual,Published,2004,"National Currency at 2008 prices, Seasonally Adjusted",1337782000000.00
"Gross Domestic Product, Real",United Kingdom,International Financial Statistics (IFS),Annual,Published,2004,Percent,2.96
"Interest, Noncash (Gen. Govt.)",United Kingdom,International Financial Statistics (IFS),Annual,Published,2004,National Currency,23550000000.00
"Social Benefits, Noncash (Gen. Govt.)",United Kingdom,International Financial Statistics (IFS),Annual,Published,2004,National Currency,154440000000.00
"Subsidies and Transfers, Noncash (Gen. Govt.)",United Kingdom,International Financial Statistics (IFS),Annual,Published,2004,National Currency,6552000000.00
"Use of Goods and Services, Noncash (Gen. Govt.)",United Kingdom,International Financial Statistics (IFS),Annual,Published,2004,National Currency,133757000000.00
"Compensation of Employees, Noncash (Gen. Govt.)",United Kingdom,International Financial Statistics (IFS),Annual,Published,2005,National Currency,141602000000.00
"Consumption of Fixed Capital, Noncash (Gen. Govt.)",United Kingdom,International Financial Statistics (IFS),Annual,Published,2005,National Currency,11530000000.00
"Expense, Noncash (Gen. Govt.)",United Kingdom,International Financial Statistics (IFS),Annual,Published,2005,National Currency,556716000000.00
"Gross Domestic Product, Deflator",United Kingdom,International Financial Statistics (IFS),Annual,Published,2005,"Index, 2005=100, Seasonally Adjusted",100.00
"Gross Domestic Product, Deflator",United Kingdom,International Financial Statistics (IFS),Annual,Published,2005,Percent Change over Corresponding Period of Previous Year,2.19
"Gross Domestic Product, Nominal",United Kingdom,International Financial Statistics (IFS),Annual,Published,2005,"National Currency, Seasonally Adjusted",1254292000000.00
"Gross Domestic Product, Real",United Kingdom,International Financial Statistics (IFS),Annual,Published,2005,"Index, 2005=100, Seasonally Adjusted",100.00
"Gross Domestic Product, Real",United Kingdom,International Financial Statistics (IFS),Annual,Published,2005,"National Currency at 2000 prices, Seasonally Adjusted",1254292000000.00
"Gross Domestic Product, Real",United Kingdom,International Financial Statistics (IFS),Annual,Published,2005,"National Currency at 2005 prices, Seasonally Adjusted",1254058000000.00
"Gross Domestic Product, Real",United Kingdom,International Financial Statistics (IFS),Annual,Published,2005,"National Currency at 2006 prices, Seasonally Adjusted",1365685000000.00
"Gross Domestic Product, Real",United Kingdom,International Financial Statistics (IFS),Annual,Published,2005,"National Currency at 2008 prices, Seasonally Adjusted",1365685000000.00
"Gross Domestic Product, Real",United Kingdom,International Financial Statistics (IFS),Annual,Published,2005,Percent,2.09
"Interest, Noncash (Gen. Govt.)",United Kingdom,International Financial Statistics (IFS),Annual,Published,2005,National Currency,26320000000.00
"Social Benefits, Noncash (Gen. Govt.)",United Kingdom,International Financial Statistics (IFS),Annual,Published,2005,National Currency,161422000000.00
"Subsidies and Transfers, Noncash (Gen. Govt.)",United Kingdom,International Financial Statistics (IFS),Annual,Published,2005,National Currency,7568000000.00
"Use of Goods and Services, Noncash (Gen. Govt.)",United Kingdom,International Financial Statistics (IFS),Annual,Published,2005,National Currency,143343000000.00
"Compensation of Employees, Noncash (Gen. Govt.)",United Kingdom,International Financial Statistics (IFS),Annual,Published,2006,National Currency,149343000000.00
"Consumption of Fixed Capital, Noncash (Gen. Govt.)",United Kingdom,International Financial Statistics (IFS),Annual,Published,2006,National Currency,12292000000.00
"Expense, Noncash (Gen. Govt.)",United Kingdom,International Financial Statistics (IFS),Annual,Published,2006,National Currency,576048000000.00
"Gross Domestic Product, Deflator",United Kingdom,International Financial Statistics (IFS),Annual,Published,2006,"Index, 2005=100, Seasonally Adjusted",103.23
"Gross Domestic Product, Deflator",United Kingdom,International Financial Statistics (IFS),Annual,Published,2006,Percent Change over Corresponding Period of Previous Year,3.23
"Gross Domestic Product, Nominal",United Kingdom,International Financial Statistics (IFS),Annual,Published,2006,"National Currency, Seasonally Adjusted",1328597000000.00
"Gross Domestic Product, Real",United Kingdom,International Financial Statistics (IFS),Annual,Published,2006,"Index, 2005=100, Seasonally Adjusted",102.61
"Gross Domestic Product, Real",United Kingdom,International Financial Statistics (IFS),Annual,Published,2006,"National Currency at 2000 prices, Seasonally Adjusted",1286992900000.00
"Gross Domestic Product, Real",United Kingdom,International Financial Statistics (IFS),Annual,Published,2006,"National Currency at 2005 prices, Seasonally Adjusted",1289833000000.00
"Gross Domestic Product, Real",United Kingdom,International Financial Statistics (IFS),Annual,Published,2006,"National Currency at 2006 prices, Seasonally Adjusted",1401290000000.00
"Gross Domestic Product, Real",United Kingdom,International Financial Statistics (IFS),Annual,Published,2006,"National Currency at 2008 prices, Seasonally Adjusted",1401290000000.00
"Gross Domestic Product, Real",United Kingdom,International Financial Statistics (IFS),Annual,Published,2006,Percent,2.61
"Interest, Noncash (Gen. Govt.)",United Kingdom,International Financial Statistics (IFS),Annual,Published,2006,National Currency,27304000000.00
Net debt (Gen. Govt.),United Kingdom,Fiscal Monitor - Latest Published Data,Annual,Published,2006,Percent of GDP,37.96
Net debt (Gen. Govt.),United Kingdom,Fiscal Monitor September 2011,Annual,Published,2006,Percent of GDP,37.97
"Social Benefits, Noncash (Gen. Govt.)",United Kingdom,International Financial Statistics (IFS),Annual,Published,2006,National Currency,167052000000.00
"Subsidies and Transfers, Noncash (Gen. Govt.)",United Kingdom,International Financial Statistics (IFS),Annual,Published,2006,National Currency,9061000000.00
"Use of Goods and Services, Noncash (Gen. Govt.)",United Kingdom,International Financial Statistics (IFS),Annual,Published,2006,National Currency,156275000000.00
"Compensation of Employees, Noncash (Gen. Govt.)",United Kingdom,International Financial Statistics (IFS),Annual,Published,2007,National Currency,153757000000.00
"Consumption of Fixed Capital, Noncash (Gen. Govt.)",United Kingdom,International Financial Statistics (IFS),Annual,Published,2007,National Currency,12777000000.00
"Expense, Noncash (Gen. Govt.)",United Kingdom,International Financial Statistics (IFS),Annual,Published,2007,National Currency,605193000000.00
"Gross Domestic Product, Deflator",United Kingdom,International Financial Statistics (IFS),Annual,Published,2007,"Index, 2005=100, Seasonally Adjusted",105.57
"Gross Domestic Product, Deflator",United Kingdom,International Financial Statistics (IFS),Annual,Published,2007,Percent Change over Corresponding Period of Previous Year,2.27
"Gross Domestic Product, Nominal",United Kingdom,International Financial Statistics (IFS),Annual,Published,2007,"National Currency, Seasonally Adjusted",1405796000000.00
"Gross Domestic Product, Real",United Kingdom,International Financial Statistics (IFS),Annual,Published,2007,"Index, 2005=100, Seasonally Adjusted",106.16
"Gross Domestic Product, Real",United Kingdom,International Financial Statistics (IFS),Annual,Published,2007,"National Currency at 2000 prices, Seasonally Adjusted",1331602100000.00
"Gross Domestic Product, Real",United Kingdom,International Financial Statistics (IFS),Annual,Published,2007,"National Currency at 2005 prices, Seasonally Adjusted",1322842000000.00
"Gross Domestic Product, Real",United Kingdom,International Financial Statistics (IFS),Annual,Published,2007,"National Currency at 2006 prices, Seasonally Adjusted",1449861000000.00
"Gross Domestic Product, Real",United Kingdom,International Financial Statistics (IFS),Annual,Published,2007,"National Currency at 2008 prices, Seasonally Adjusted",1449861000000.00
"Gross Domestic Product, Real",United Kingdom,International Financial Statistics (IFS),Annual,Published,2007,Percent,3.47
"Interest, Noncash (Gen. Govt.)",United Kingdom,International Financial Statistics (IFS),Annual,Published,2007,National Currency,31233000000.00
Net debt (Gen. Govt.),United Kingdom,Fiscal Monitor - Latest Published Data,Annual,Published,2007,Percent of GDP,38.13
Net debt (Gen. Govt.),United Kingdom,Fiscal Monitor September 2011,Annual,Published,2007,Percent of GDP,38.15
"Social Benefits, Noncash (Gen. Govt.)",United Kingdom,International Financial Statistics (IFS),Annual,Published,2007,National Currency,178415000000.00
